Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.99     0.00        4     0.00     0.00  TextureAtlas::increase_capacity_tex(Texture&, int)
  0.00      3.99     0.00        4     0.00     0.00  GETreeGenerator::create_initial_trunk(GETreeGenerator::Tree&, GETreeParameters&)
  0.00      3.99     0.00        4     0.00     0.00  GETreeParameters::get_scale_factor()
  0.00      3.99     0.00        4     0.00     0.00  TreePreprocessor::simplify_branch_rec(Branch*, int)
  0.00      3.99     0.00        4     0.00     0.00  GroveGenerationData::GroveGenerationData(GroveGenerationData const&)
  0.00      3.99     0.00        4     0.00     0.00  Field_2d::set(glm::vec<3, float, (glm::qualifier)0>, float)
  0.00      3.99     0.00        4     0.00     0.00  void std::vector<atomwrapper<bool>, std::allocator<atomwrapper<bool> > >::_M_realloc_insert<atomwrapper<bool> >(__gnu_cxx::__normal_iterator<atomwrapper<bool>*, std::vector<atomwrapper<bool>, std::allocator<atomwrapper<bool> > > >, atomwrapper<bool>&&)
  0.00      3.99     0.00        4     0.00     0.00  void std::vector<GrassType, std::allocator<GrassType> >::_M_realloc_insert<GrassType const&>(__gnu_cxx::__normal_iterator<GrassType*, std::vector<GrassType, std::allocator<GrassType> > >, GrassType const&)
  0.00      3.99     0.00        4     0.00     0.00  void std::vector<std::pair<int, std::vector<GrassInstanceData, std::allocator<GrassInstanceData> > >, std::allocator<std::pair<int, std::vector<GrassInstanceData, std::allocator<GrassInstanceData> > > > >::_M_realloc_insert<std::pair<int, std::vector<GrassInstanceData, std::allocator<GrassInstanceData> > > >(__gnu_cxx::__normal_iterator<std::pair<int, std::vector<GrassInstanceData, std::allocator<GrassInstanceData> > >*, std::vector<std::pair<int, std::vector<GrassInstanceData, std::allocator<GrassInstanceData> > >, std::allocator<std::pair<int, std::vector<GrassInstanceData, std::allocator<GrassInstanceData> > > > > >, std::pair<int, std::vector<GrassInstanceData, std::allocator<GrassInstanceData> > >&&)
  0.00      3.99     0.00        4     0.00     0.00  void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<std::thread>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, std::thread&&)
  0.00      3.99     0.00        4     0.00     0.00  std::__cxx11::_List_base<BillboardData, std::allocator<BillboardData> >::_M_clear()
  0.00      3.99     0.00        4     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long)
  0.00      3.99     0.00        4     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, AllocData&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, AllocData&)
  0.00      3.99     0.00        3     0.00     0.00  MallocWrapper(unsigned long, void*)
  0.00      3.99     0.00        3     0.00     0.05  GrovePacker::pack_layer(Block&, GroveGenerationData, GrovePacked&, Tree*, Heightmap*, std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >&, LightVoxelsCube*, int, int, bool, bool, bool, bool)
  0.00      3.99     0.00        3     0.00     0.00  Clusterizer2::clusterize(Block&, std::vector<ClusterData, std::allocator<ClusterData> >&, std::vector<ClusterData, std::allocator<ClusterData> >&, ClusteringContext*, bool, bool)
  0.00      3.99     0.00        3     0.00     0.00  Clusterizer2::prepare_branches(Block&, std::vector<ClusterData, std::allocator<ClusterData> >&, std::vector<std::vector<BranchClusteringData*, std::allocator<BranchClusteringData*> >, std::allocator<std::vector<BranchClusteringData*, std::allocator<BranchClusteringData*> > > >&, bool)
  0.00      3.99     0.00        3     0.00     0.03  Clusterizer2::get_base_clusters(Block&, Tree*, int, int, std::vector<ClusterData, std::allocator<ClusterData> >&, ClusteringContext*)
  0.00      3.99     0.00        3     0.00     0.00  Clusterizer2::prepare(Block&)
  0.00      3.99     0.00        3     0.00     0.00  Clusterizer2::~Clusterizer2()
  0.00      3.99     0.00        3     0.00     0.00  TreeTypeData::TreeTypeData(int, ParametersSet*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      3.99     0.00        3     0.00     0.00  GETreeGenerator::plant_tree(glm::vec<3, float, (glm::qualifier)0>, TreeTypeData*)
  0.00      3.99     0.00        3     0.00     0.00  GETreeGenerator::create_leaves(GETreeGenerator::Branch&, GETreeParameters&, int, LightVoxelsCube&)
  0.00      3.99     0.00        3     0.00     0.00  GETreeGenerator::convert(GETreeGenerator::Tree&, Tree&)
  0.00      3.99     0.00        3     0.00     0.00  GETreeGenerator::convert(GETreeGenerator::Tree&, Tree&, GETreeGenerator::Branch&, Branch*)
  0.00      3.99     0.00        3     0.00     0.00  LightVoxelsCube::LightVoxelsCube(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, float, float, int, int)
  0.00      3.99     0.00        3     0.00     0.00  ClusteringHelper::branch_conversion_flush(Block&, ClusteringContext*)
  0.00      3.99     0.00        3     0.00     0.00  ImGui::GetIO()
  0.00      3.99     0.00        3     0.00     0.00  ClusterPackingLayer* std::__uninitialized_copy<false>::__uninit_copy<ClusterPackingLayer const*, ClusterPackingLayer*>(ClusterPackingLayer const*, ClusterPackingLayer const*, ClusterPackingLayer*)
  0.00      3.99     0.00        3     0.00     0.00  void std::vector<BillboardCloudData, std::allocator<BillboardCloudData> >::_M_realloc_insert<BillboardCloudData>(__gnu_cxx::__normal_iterator<BillboardCloudData*, std::vector<BillboardCloudData, std::allocator<BillboardCloudData> > >, BillboardCloudData&&)
  0.00      3.99     0.00        3     0.00     0.00  std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >::vector(std::initializer_list<ClusterPackingLayer>, std::allocator<ClusterPackingLayer> const&)
  0.00      3.99     0.00        3     0.00     0.00  std::vector<ClusterAdditionalData, std::allocator<ClusterAdditionalData> >::~vector()
  0.00      3.99     0.00        3     0.00     0.00  void std::vector<GETreeGenerator::Tree, std::allocator<GETreeGenerator::Tree> >::_M_realloc_insert<>(__gnu_cxx::__normal_iterator<GETreeGenerator::Tree*, std::vector<GETreeGenerator::Tree, std::allocator<GETreeGenerator::Tree> > >)
  0.00      3.99     0.00        3     0.00     0.00  std::vector<Block::Value, std::allocator<Block::Value> >::operator=(std::vector<Block::Value, std::allocator<Block::Value> > const&)
  0.00      3.99     0.00        3     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator=(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
  0.00      3.99     0.00        3     0.00     0.00  void std::vector<std::_List_iterator<Impostor>, std::allocator<std::_List_iterator<Impostor> > >::_M_realloc_insert<std::_List_iterator<Impostor> const&>(__gnu_cxx::__normal_iterator<std::_List_iterator<Impostor>*, std::vector<std::_List_iterator<Impostor>, std::allocator<std::_List_iterator<Impostor> > > >, std::_List_iterator<Impostor> const&)
  0.00      3.99     0.00        3     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, TreeTypeData&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, TreeTypeData&)
  0.00      3.99     0.00        3     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::vector<GrovePacker::Node, std::allocator<GrovePacker::Node> > >, std::_Select1st<std::pair<int const, std::vector<GrovePacker::Node, std::allocator<GrovePacker::Node> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<GrovePacker::Node, std::allocator<GrovePacker::Node> > > > >::_M_erase(std::_Rb_tree_node<std::pair<int const, std::vector<GrovePacker::Node, std::allocator<GrovePacker::Node> > > >*)
  0.00      3.99     0.00        2     0.00     0.00  _GLOBAL__sub_I__ZN6Shader5setupESt16initializer_listINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEE
  0.00      3.99     0.00        2     0.00     0.00  _GLOBAL__sub_I__ZN8InstanceC2EP9Primitive
  0.00      3.99     0.00        2     0.00     0.00  _GLOBAL__sub_I_haltonSequence
  0.00      3.99     0.00        2     0.00     0.00  ImDrawList::Clear()
  0.00      3.99     0.00        2     0.00     0.00  ImDrawList::ImDrawList(ImDrawListSharedData const*)
  0.00      3.99     0.00        2     0.00     0.00  TextureAtlas::increase_capacity()
  0.00      3.99     0.00        2     0.00     0.00  ImpostorBaker::prepare(Quality, int, ClusterData&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, ImpostorsData*, std::_List_iterator<Impostor>&)
  0.00      3.99     0.00        2     0.00     0.00  ImpostorBaker::prepare(ImpostorBaker::ImpostorGenerationParams, int, ClusterData&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, ImpostorsData*, std::_List_iterator<Impostor>&)
  0.00      3.99     0.00        2     0.00     0.00  ImpostorBaker::prepare(int, std::vector<ClusterData, std::allocator<ClusterData> >&, ImpostorBaker::ImpostorGenerationParams&, ImpostorsData*)
  0.00      3.99     0.00        2     0.00     0.00  WorldRenderer::init(int, int, Block&)
  0.00      3.99     0.00        2     0.00     0.00  GroveGenerator::get_generator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      3.99     0.00        2     0.00     0.12  TextureManager::save_png_directly(Texture&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      3.99     0.00        2     0.00     0.12  TextureManager::save_png(Texture&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      3.99     0.00        2     0.00     0.00  BranchCatalogue::BranchCatalogue(int)
  0.00      3.99     0.00        2     0.00     0.00  LightVoxelsCube::LightVoxelsCube(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, int, (glm::qualifier)0>, float, int, int)
  0.00      3.99     0.00        2     0.00     0.00  LightVoxelsCube::~LightVoxelsCube()
  0.00      3.99     0.00        2     0.00     0.00  GETreeParameters::load_from_blk(Block&)
  0.00      3.99     0.00        2     0.00     0.00  TreePreprocessor::preprocess_tree(Tree&, Block&)
  0.00      3.99     0.00        2     0.00     0.00  TreeStructureParameters::TreeStructureParameters()
  0.00      3.99     0.00        2     0.00     0.00  Block::set_int(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int)
  0.00      3.99     0.00        2     0.00     0.00  Block::set_vec2(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, glm::vec<2, float, (glm::qualifier)0>)
  0.00      3.99     0.00        2     0.00     0.00  PostFx::PostFx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      3.99     0.00        2     0.00     0.00  PostFx::~PostFx()
  0.00      3.99     0.00        2     0.00     0.00  Field_2d::fill_const(float)
  0.00      3.99     0.00        2     0.00     0.00  int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)
  0.00      3.99     0.00        2     0.00     0.00  std::_Function_base::_Base_manager<GenerationJob::remove_unused_borders()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<GenerationJob::remove_unused_borders()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}> const&, std::_Manager_operation)
  0.00      3.99     0.00        2     0.00     0.00  std::_Function_handler<void (Model*), PostFx::PostFx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)::{lambda(Model*)#1}>::_M_invoke(std::_Any_data const&, Model*&&)
  0.00      3.99     0.00        2     0.00     0.00  void std::vector<ImpostorsData, std::allocator<ImpostorsData> >::_M_realloc_insert<ImpostorsData>(__gnu_cxx::__normal_iterator<ImpostorsData*, std::vector<ImpostorsData, std::allocator<ImpostorsData> > >, ImpostorsData&&)
  0.00      3.99     0.00        2     0.00     0.00  void std::vector<Branch, std::allocator<Branch> >::_M_realloc_insert<Branch>(__gnu_cxx::__normal_iterator<Branch*, std::vector<Branch, std::allocator<Branch> > >, Branch&&)
  0.00      3.99     0.00        2     0.00     0.00  void std::vector<glm::vec<3, int, (glm::qualifier)0>, std::allocator<glm::vec<3, int, (glm::qualifier)0> > >::_M_realloc_insert<glm::vec<3, int, (glm::qualifier)0> >(__gnu_cxx::__normal_iterator<glm::vec<3, int, (glm::qualifier)0>*, std::vector<glm::vec<3, int, (glm::qualifier)0>, std::allocator<glm::vec<3, int, (glm::qualifier)0> > > >, glm::vec<3, int, (glm::qualifier)0>&&)
  0.00      3.99     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      3.99     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData> >*)
  0.00      3.99     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AbstractTreeGenerator*> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AbstractTreeGenerator*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AbstractTreeGenerator*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AbstractTreeGenerator*> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, AbstractTreeGenerator*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, AbstractTreeGenerator*&&)
  0.00      3.99     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int const, InstanceDataArrays> >, bool> std::_Rb_tree<int, std::pair<int const, InstanceDataArrays>, std::_Select1st<std::pair<int const, InstanceDataArrays> >, std::less<int>, std::allocator<std::pair<int const, InstanceDataArrays> > >::_M_emplace_unique<int&, InstanceDataArrays&>(int&, InstanceDataArrays&)
  0.00      3.99     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int const, int> >, bool> std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_unique<int const&, unsigned long>(int const&, unsigned long&&)
  0.00      3.99     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_GImGui
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z14canonical_bboxv
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z16demo_02_load_objv
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z17calc_joints_countP6BranchRSt6vectorIiSaIiEE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z20model_to_simple_meshR5ModelR10SimpleMesh
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z21brute_force_selectionP13ParametersSetP6MetricRSt8functionIFvS0_R11GrovePackedEE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z23print_clustering_resultR16ClusteringResultbS0_
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z2L2RKSt6vectorIdSaIdEES3_
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z6splineRSt6vectorIdSaIdEES2_
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z8rand_dirv
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN10FpsCounterC2Ev
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN10Visualizer13leaf_to_modelER4LeafP5Modelf
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN11ClusterData8is_validEv
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN11GrovePackerC2Eb
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN12HBAORendererC2Ev
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN12RenderTarget6createEii
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN13GrassRendererC2Ev
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN13GroveRendererC2Ev
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN13HashingParams4loadEP5Block
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN13ImpostorBaker7prepareE7QualityiR11ClusterDataRSt6vectorI12TreeTypeDataSaIS4_EEP13ImpostorsDataRSt14_List_iteratorI8ImpostorE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN13PythonTreeGen12create_groveE19GroveGenerationDataP4TreeR9Heightmap
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN13TreeLoaderBlk15trees_directoryB5cxx11E
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN14DefferedTarget6createEii
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN14GrassGenerator15set_grass_typesERKSt3mapINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE9GrassTypeSt4lessIS6_ESaISt4pairIKS6_S7_EEER5Block
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN14GroveGenerator13get_generatorERNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN15BranchCatalogueC2Ei
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN15DebugVisualizerC2Ev
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN15GETreeGenerator3idsE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN15TerrainRendererC2ER9HeightmapN3glm3vecILi3EfLNS2_9qualifierE0EEENS3_ILi2EfLS4_0EEES6_
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN16ImpostorRendererD2Ev
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN16PlanarShadowsMap12set_occluderEN3glm3vecILi3EfLNS0_9qualifierE0EEEfff
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN16TreePreprocessor15preprocess_treeER4TreeR5Block
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN17BillboardCloudRawC2Ev
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN22BillboardCloudRendererC2EP18BillboardCloudData
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN22SyntheticTreeGeneratorC2ER6SeederRSt6vectorI11ClusterDataSaIS3_EES6_R19GroveGenerationData
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN25HashBasedClusteringHelper20create_impostor_tempER5BlockP6BranchP17ClusteringContextR24BaseBranchClusteringDataR24ImpostorSimilarityParamsR12TextureAtlasR8Impostor
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN26HierarcialClusteringParams4loadEP5Block
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN27GPUImpostorClusteringHelper25prepare_intermediate_dataER5BlockSt6vectorIP20BranchClusteringDataSaIS4_EEP17ClusteringContext
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN29DeepHashBasedClusteringHelper24convert_branch_deep_hashER5BlockP6BranchP17ClusteringContextR24BaseBranchClusteringData
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN29ImpostorHashClusteringHelper214convert_branchER5BlockP6BranchP17ClusteringContextR24BaseBranchClusteringData
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4Tiny6windowENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEii
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4gltf17GeneralGltfWriter5clearEv
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4gltf26accessorComponentTypeSizesE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN5Audio4initEv
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN5ImGui15StyleColorsDarkEP10ImGuiStyle
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN5color5blackE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN5image13base_img_pathB5cxx11E
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN5mygen9seg_countE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN5saver13textures_pathB5cxx11E
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6Branch16norecursive_copyEPKS_R10BranchHeapP8LeafHeap
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6Config3getENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6ConfigC2Ev
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6PostFxC2ENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6parser10appContextE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN7CSVDataC2EiNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN7PlanterC2EP15LightVoxelsCubeP9HeightmapP9GroveMaskN3glm3vecILi3EfLNS6_9qualifierE0EEENS7_ILi2EfLS8_0EEEfif
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN7Texture22set_default_paramatersEPS_
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN7h_inter12InfoCallBackEPKwS1_17HR_SEVERITY_LEVEL
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN8Proctree6lengthENS_5fvec3E
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9GrassType13load_from_blkER5Block
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9HeightmapC2EN3glm3vecILi3EfLNS0_9qualifierE0EEENS1_ILi2EfLS2_0EEEf
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ShadowMap3useER13DirectedLight
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_atlases_count
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_base_seed
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_clusteringDebugInfo
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_ctx_lock
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_cur_cluster_id
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_cur_line
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_current_light
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_ddt
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_debugTransferData
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_debug_level
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_g_width
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_isimParams
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_min_count
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_reference_raw
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_scl
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_stbi_failure_reason
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_stbi_write_png_compression_level
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_sum_memory
  0.00      3.99     0.00        1     0.00     0.00  _GLOBAL__sub_I_trunks_default_params
  0.00      3.99     0.00        1     0.00     0.00  create_grove_voxels(GrovePrototype&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, AABB&)
  0.00      3.99     0.00        1     0.00     0.00  ImGui_ImplOpenGL3_Init(char const*)
  0.00      3.99     0.00        1     0.00     0.00  ImGui_ImplSDL2_InitForOpenGL(SDL_Window*, void*)
  0.00      3.99     0.00        1     0.00     0.00  debugnl()
  0.00      3.99     0.00        1     0.00     0.00  BranchHeap::clear_removed()
  0.00      3.99     0.00        1     0.00     0.00  ImGuiStyle::ImGuiStyle()
  0.00      3.99     0.00        1     0.00     0.15  GrovePacker::add_trees_to_grove(GroveGenerationData, GrovePacked&, Tree*, Heightmap*, bool, bool)
  0.00      3.99     0.00        1     0.00     0.15  GrovePacker::add_trees_to_grove_internal(GroveGenerationData, GrovePacked&, Tree*, Heightmap*, bool, bool)
  0.00      3.99     0.00        1     0.00     0.00  GrovePacker::base_init()
  0.00      3.99     0.00        1     0.00     0.00  GrovePacker::~GrovePacker()
